time_offset_s,rssi,rssi_mean,variance,anomaly_score,class_label
12.145,-41,-41.55,0.3658,0.06,waving
12.242,-41,-41.45,0.2605,0.04,waving
12.341,-41,-41.4,0.2526,0.04,waving
12.442,-40,-41.3,0.3263,0.05,waving
12.541,-40,-41.2,0.3789,0.06,waving
12.642,-40,-41.1,0.4105,0.07,waving
12.742,-40,-41.0,0.4211,0.07,waving
12.852,-40,-40.9,0.4105,0.07,waving
12.951,-40,-40.8,0.3789,0.06,waving
13.051,-40,-40.7,0.3263,0.05,waving
13.151,-40,-40.6,0.2526,0.04,waving
13.251,-40,-40.55,0.2605,0.04,waving
13.351,-40,-40.5,0.2632,0.04,waving
13.452,-40,-40.45,0.2605,0.04,waving
13.551,-40,-40.4,0.2526,0.04,waving
13.651,-40,-40.35,0.2395,0.04,waving
13.751,-40,-40.3,0.2211,0.04,waving
13.855,-40,-40.25,0.1974,0.03,waving
13.942,-40,-40.2,0.1684,0.03,waving
14.042,-40,-40.15,0.1342,0.02,waving
14.140,-40,-40.1,0.0947,0.02,waving
14.241,-40,-40.05,0.05,0.01,waving
14.343,-40,-40.0,0.0,0.0,waving
14.443,-40,-40.0,0.0,0.0,waving
14.545,-40,-40.0,0.0,0.0,waving
14.651,-40,-40.0,0.0,0.0,waving
14.752,-40,-40.0,0.0,0.0,waving
14.843,-40,-40.0,0.0,0.0,waving
14.945,-40,-40.0,0.0,0.0,waving
15.047,-40,-40.0,0.0,0.0,waving
15.145,-40,-40.0,0.0,0.0,waving
15.245,-40,-40.0,0.0,0.0,waving
15.348,-40,-40.0,0.0,0.0,waving
15.448,-40,-40.0,0.0,0.0,waving
15.552,-40,-40.0,0.0,0.0,waving
15.652,-40,-40.0,0.0,0.0,waving
15.752,-40,-40.0,0.0,0.0,waving
15.852,-40,-40.0,0.0,0.0,waving
15.951,-40,-40.0,0.0,0.0,waving
16.051,-40,-40.0,0.0,0.0,waving
16.152,-40,-40.0,0.0,0.0,waving
16.252,-40,-40.0,0.0,0.0,waving
16.342,-40,-40.0,0.0,0.0,waving
16.439,-40,-40.0,0.0,0.0,waving
16.542,-40,-40.0,0.0,0.0,waving
16.641,-40,-40.0,0.0,0.0,waving
16.742,-40,-40.0,0.0,0.0,waving
16.842,-40,-40.0,0.0,0.0,waving
16.942,-40,-40.0,0.0,0.0,waving
17.046,-40,-40.0,0.0,0.0,waving
17.147,-40,-40.0,0.0,0.0,waving
17.248,-40,-40.0,0.0,0.0,waving
17.348,-40,-40.0,0.0,0.0,waving
17.448,-40,-40.0,0.0,0.0,waving
17.550,-40,-40.0,0.0,0.0,waving
17.650,-40,-40.0,0.0,0.0,waving
17.752,-40,-40.0,0.0,0.0,waving
17.852,-40,-40.0,0.0,0.0,waving
17.951,-40,-40.0,0.0,0.0,waving
18.042,-40,-40.0,0.0,0.0,waving
18.142,-40,-40.0,0.0,0.0,waving
18.246,-40,-40.0,0.0,0.0,waving
18.347,-40,-40.0,0.0,0.0,waving
18.449,-40,-40.0,0.0,0.0,waving
18.550,-40,-40.0,0.0,0.0,waving
18.648,-40,-40.0,0.0,0.0,waving
18.751,-40,-40.0,0.0,0.0,waving
18.851,-40,-40.0,0.0,0.0,waving
18.951,-40,-40.0,0.0,0.0,waving
19.043,-40,-40.0,0.0,0.0,waving
19.152,-40,-40.0,0.0,0.0,waving
19.242,-40,-40.0,0.0,0.0,waving
19.342,-40,-40.0,0.0,0.0,waving
19.443,-40,-40.0,0.0,0.0,waving
19.545,-40,-40.0,0.0,0.0,waving
19.648,-40,-40.0,0.0,0.0,waving
19.750,-40,-40.0,0.0,0.0,waving
19.850,-40,-40.0,0.0,0.0,waving
19.951,-40,-40.0,0.0,0.0,waving
20.051,-39,-39.95,0.05,0.01,waving
20.154,-39,-39.9,0.0947,0.02,waving
20.245,-40,-39.9,0.0947,0.02,waving
20.346,-41,-39.95,0.1553,0.03,waving
20.447,-40,-39.95,0.1553,0.03,waving
20.548,-39,-39.9,0.2,0.03,waving
20.647,-39,-39.85,0.2395,0.04,waving
20.746,-39,-39.8,0.2737,0.04,waving
20.842,-39,-39.75,0.3026,0.05,waving
20.951,-39,-39.7,0.3263,0.05,waving
21.050,-39,-39.65,0.3447,0.06,waving
21.149,-39,-39.6,0.3579,0.06,waving
21.247,-39,-39.55,0.3658,0.06,waving
21.343,-39,-39.5,0.3684,0.06,waving
21.445,-39,-39.45,0.3658,0.06,waving
21.545,-39,-39.4,0.3579,0.06,waving
21.647,-39,-39.35,0.3447,0.06,waving
21.745,-39,-39.3,0.3263,0.05,waving
21.848,-39,-39.25,0.3026,0.05,waving
21.947,-39,-39.2,0.2737,0.04,waving
22.048,-39,-39.2,0.2737,0.04,waving
22.150,-39,-39.2,0.2737,0.04,waving
22.251,-39,-39.15,0.2395,0.04,waving
22.350,-39,-39.05,0.05,0.01,waving
22.451,-39,-39.0,0.0,0.0,waving
22.552,-39,-39.0,0.0,0.0,waving
22.655,-39,-39.0,0.0,0.0,waving
22.742,-39,-39.0,0.0,0.0,waving
22.845,-39,-39.0,0.0,0.0,waving
22.946,-39,-39.0,0.0,0.0,waving
23.046,-39,-39.0,0.0,0.0,waving
23.146,-41,-39.1,0.2,0.03,waving
23.250,-42,-39.25,0.6184,0.1,waving
23.352,-41,-39.35,0.7658,0.12,waving
23.451,-41,-39.45,0.8921,0.15,waving
23.540,-43,-39.65,1.5026,0.24,waving
23.649,-44,-39.9,2.4105,0.39,waving
23.750,-43,-40.1,2.8316,0.46,waving
23.851,-43,-40.3,3.1684,0.52,waving
23.951,-42,-40.45,3.2079,0.52,waving
24.043,-41,-40.55,3.1026,0.5,waving
24.145,-40,-40.6,2.9895,0.49,waving
24.246,-40,-40.65,2.8711,0.47,waving
24.348,-40,-40.7,2.7474,0.45,waving
24.448,-40,-40.75,2.6184,0.43,waving
24.550,-40,-40.8,2.4842,0.4,waving
24.651,-40,-40.85,2.3447,0.38,waving
24.752,-40,-40.9,2.2,0.36,waving
24.854,-40,-40.95,2.05,0.33,waving
24.945,-40,-41.0,1.8947,0.31,waving
25.049,-40,-41.05,1.7342,0.28,waving
25.151,-40,-41.0,1.7895,0.29,waving
25.242,-40,-40.9,1.7789,0.29,waving
25.344,-40,-40.85,1.8184,0.3,waving
25.445,-40,-40.8,1.8526,0.3,waving
25.545,-40,-40.65,1.6079,0.26,waving
25.648,-40,-40.45,0.9974,0.16,waving
25.753,-40,-40.3,0.6421,0.1,waving
25.844,-40,-40.15,0.2395,0.04,waving
25.946,-40,-40.05,0.05,0.01,waving
26.042,-40,-40.0,0.0,0.0,waving
26.148,-40,-40.0,0.0,0.0,waving
26.247,-40,-40.0,0.0,0.0,waving
26.350,-40,-40.0,0.0,0.0,waving
26.450,-41,-40.05,0.05,0.01,waving
26.553,-42,-40.15,0.2395,0.04,waving
26.645,-41,-40.2,0.2737,0.04,waving
26.745,-40,-40.2,0.2737,0.04,waving
26.841,-40,-40.2,0.2737,0.04,waving
26.945,-40,-40.2,0.2737,0.04,waving
27.045,-40,-40.2,0.2737,0.04,waving
27.145,-40,-40.2,0.2737,0.04,waving
27.248,-40,-40.2,0.2737,0.04,waving
27.350,-40,-40.2,0.2737,0.04,waving
27.451,-40,-40.2,0.2737,0.04,waving
27.552,-40,-40.2,0.2737,0.04,waving
27.654,-40,-40.2,0.2737,0.04,waving
27.742,-40,-40.2,0.2737,0.04,waving
27.843,-40,-40.2,0.2737,0.04,waving
27.945,-40,-40.2,0.2737,0.04,waving
28.048,-42,-40.3,0.4316,0.07,waving
28.148,-45,-40.55,1.5237,0.25,waving
28.250,-45,-40.8,2.4842,0.4,waving
28.351,-45,-41.05,3.3132,0.54,waving
28.453,-44,-41.2,3.7474,0.61,waving
28.545,-43,-41.25,3.8816,0.63,waving
28.645,-42,-41.3,3.9053,0.64,waving
28.747,-41,-41.35,3.8184,0.62,waving
28.848,-41,-41.4,3.7263,0.61,waving
28.948,-41,-41.45,3.6289,0.59,waving
29.051,-40,-41.45,3.6289,0.59,waving
29.151,-40,-41.45,3.6289,0.59,waving
29.251,-40,-41.45,3.6289,0.59,waving
29.342,-40,-41.45,3.6289,0.59,waving
29.443,-40,-41.45,3.6289,0.59,waving
29.545,-40,-41.45,3.6289,0.59,waving
29.645,-40,-41.45,3.6289,0.59,waving
29.747,-40,-41.45,3.6289,0.59,waving
29.848,-41,-41.5,3.5263,0.57,waving
29.948,-41,-41.55,3.4184,0.56,waving
