time_offset_s,rssi,rssi_mean,variance,anomaly_score,class_label
0.006,-39,-39.0,0.0,0.0,idle
0.011,-39,-39.0,0.0,0.0,idle
0.016,-39,-39.0,0.0,0.0,idle
0.022,-39,-39.0,0.0,0.0,idle
0.026,-40,-39.05,0.05,0.01,idle
0.031,-40,-39.1,0.0947,0.02,idle
0.035,-40,-39.15,0.1342,0.02,idle
0.040,-40,-39.2,0.1684,0.03,idle
0.046,-40,-39.25,0.1974,0.03,idle
0.048,-40,-39.3,0.2211,0.04,idle
0.059,-40,-39.35,0.2395,0.04,idle
0.067,-40,-39.4,0.2526,0.04,idle
0.072,-40,-39.45,0.2605,0.04,idle
0.078,-40,-39.5,0.2632,0.04,idle
0.081,-40,-39.55,0.2605,0.04,idle
0.087,-40,-39.6,0.2526,0.04,idle
0.090,-40,-39.65,0.2395,0.04,idle
0.096,-40,-39.7,0.2211,0.04,idle
0.096,-40,-39.75,0.1974,0.03,idle
0.104,-40,-39.8,0.1684,0.03,idle
0.106,-40,-39.85,0.1342,0.02,idle
0.112,-40,-39.9,0.0947,0.02,idle
0.116,-40,-39.95,0.05,0.01,idle
0.122,-40,-40.0,0.0,0.0,idle
0.127,-40,-40.0,0.0,0.0,idle
0.128,-40,-40.0,0.0,0.0,idle
0.135,-40,-40.0,0.0,0.0,idle
0.138,-40,-40.0,0.0,0.0,idle
0.141,-40,-40.0,0.0,0.0,idle
0.146,-40,-40.0,0.0,0.0,idle
0.149,-40,-40.0,0.0,0.0,idle
0.176,-40,-40.0,0.0,0.0,idle
0.279,-40,-40.0,0.0,0.0,idle
0.381,-40,-40.0,0.0,0.0,idle
0.485,-40,-40.0,0.0,0.0,idle
0.585,-40,-40.0,0.0,0.0,idle
0.685,-40,-40.0,0.0,0.0,idle
0.785,-40,-40.0,0.0,0.0,idle
0.887,-40,-40.0,0.0,0.0,idle
0.976,-40,-40.0,0.0,0.0,idle
1.081,-40,-40.0,0.0,0.0,idle
1.184,-40,-40.0,0.0,0.0,idle
1.285,-40,-40.0,0.0,0.0,idle
1.387,-40,-40.0,0.0,0.0,idle
1.477,-40,-40.0,0.0,0.0,idle
1.578,-40,-40.0,0.0,0.0,idle
1.678,-40,-40.0,0.0,0.0,idle
1.781,-40,-40.0,0.0,0.0,idle
1.884,-40,-40.0,0.0,0.0,idle
1.985,-40,-40.0,0.0,0.0,idle
2.087,-40,-40.0,0.0,0.0,idle
2.187,-40,-40.0,0.0,0.0,idle
2.279,-40,-40.0,0.0,0.0,idle
2.381,-40,-40.0,0.0,0.0,idle
2.481,-40,-40.0,0.0,0.0,idle
2.584,-40,-40.0,0.0,0.0,idle
2.684,-40,-40.0,0.0,0.0,idle
2.785,-40,-40.0,0.0,0.0,idle
2.885,-40,-40.0,0.0,0.0,idle
