time_offset_s,rssi,rssi_mean,variance,anomaly_score,class_label
8.759,-41,-42.75,8.3026,1.35,walking
8.861,-41,-42.8,8.0632,1.31,walking
8.959,-41,-42.85,7.8184,1.27,walking
9.060,-41,-42.9,7.5684,1.23,walking
9.161,-41,-42.9,7.5684,1.23,walking
9.253,-41,-42.8,7.7474,1.26,walking
9.352,-41,-42.55,7.3132,1.19,walking
9.452,-41,-42.15,5.0816,0.83,walking
9.561,-41,-41.75,2.5132,0.41,walking
9.655,-41,-41.45,0.9974,0.16,walking
9.756,-41,-41.25,0.3026,0.05,walking
9.858,-41,-41.15,0.1342,0.02,walking
9.959,-41,-41.1,0.0947,0.02,walking
10.058,-41,-41.05,0.05,0.01,walking
10.159,-41,-41.0,0.0,0.0,walking
10.258,-41,-41.0,0.0,0.0,walking
10.357,-41,-41.0,0.0,0.0,walking
10.453,-41,-41.0,0.0,0.0,walking
10.552,-41,-41.0,0.0,0.0,walking
10.653,-41,-41.0,0.0,0.0,walking
10.753,-41,-41.0,0.0,0.0,walking
10.855,-40,-40.95,0.05,0.01,walking
10.955,-40,-40.9,0.0947,0.02,walking
11.056,-40,-40.85,0.1342,0.02,walking
11.159,-40,-40.8,0.1684,0.03,walking
11.252,-41,-40.8,0.1684,0.03,walking
11.352,-41,-40.8,0.1684,0.03,walking
11.462,-41,-40.8,0.1684,0.03,walking
11.560,-41,-40.8,0.1684,0.03,walking
11.659,-41,-40.8,0.1684,0.03,walking
11.761,-40,-40.75,0.1974,0.03,walking
11.852,-40,-40.7,0.2211,0.04,walking
11.962,-40,-40.65,0.2395,0.04,walking
12.054,-40,-40.6,0.2526,0.04,walking
12.155,-40,-40.55,0.2605,0.04,walking
12.255,-40,-40.5,0.2632,0.04,walking
12.357,-40,-40.45,0.2605,0.04,walking
12.457,-40,-40.4,0.2526,0.04,walking
12.558,-40,-40.35,0.2395,0.04,walking
12.658,-40,-40.3,0.2211,0.04,walking
12.760,-40,-40.25,0.1974,0.03,walking
12.853,-40,-40.25,0.1974,0.03,walking
12.953,-40,-40.25,0.1974,0.03,walking
13.056,-40,-40.25,0.1974,0.03,walking
13.156,-40,-40.25,0.1974,0.03,walking
13.256,-40,-40.2,0.1684,0.03,walking
13.358,-40,-40.15,0.1342,0.02,walking
13.459,-40,-40.1,0.0947,0.02,walking
13.559,-40,-40.05,0.05,0.01,walking
13.658,-40,-40.0,0.0,0.0,walking
13.759,-40,-40.0,0.0,0.0,walking
13.858,-40,-40.0,0.0,0.0,walking
13.958,-40,-40.0,0.0,0.0,walking
14.060,-40,-40.0,0.0,0.0,walking
14.163,-40,-40.0,0.0,0.0,walking
14.255,-40,-40.0,0.0,0.0,walking
14.355,-40,-40.0,0.0,0.0,walking
14.452,-40,-40.0,0.0,0.0,walking
14.552,-40,-40.0,0.0,0.0,walking
14.653,-40,-40.0,0.0,0.0,walking
14.753,-40,-40.0,0.0,0.0,walking
14.854,-40,-40.0,0.0,0.0,walking
14.954,-40,-40.0,0.0,0.0,walking
15.055,-40,-40.0,0.0,0.0,walking
15.154,-40,-40.0,0.0,0.0,walking
15.256,-40,-40.0,0.0,0.0,walking
15.355,-40,-40.0,0.0,0.0,walking
15.455,-40,-40.0,0.0,0.0,walking
15.552,-40,-40.0,0.0,0.0,walking
15.653,-40,-40.0,0.0,0.0,walking
15.753,-40,-40.0,0.0,0.0,walking
15.853,-40,-40.0,0.0,0.0,walking
15.952,-40,-40.0,0.0,0.0,walking
16.053,-40,-40.0,0.0,0.0,walking
16.154,-40,-40.0,0.0,0.0,walking
16.252,-40,-40.0,0.0,0.0,walking
16.353,-40,-40.0,0.0,0.0,walking
16.454,-40,-40.0,0.0,0.0,walking
16.553,-40,-40.0,0.0,0.0,walking
16.653,-40,-40.0,0.0,0.0,walking
16.756,-40,-40.0,0.0,0.0,walking
16.857,-40,-40.0,0.0,0.0,walking
16.958,-40,-40.0,0.0,0.0,walking
17.060,-40,-40.0,0.0,0.0,walking
17.161,-40,-40.0,0.0,0.0,walking
17.259,-40,-40.0,0.0,0.0,walking
17.359,-40,-40.0,0.0,0.0,walking
17.461,-40,-40.0,0.0,0.0,walking
17.561,-40,-40.0,0.0,0.0,walking
17.653,-40,-40.0,0.0,0.0,walking
17.754,-40,-40.0,0.0,0.0,walking
17.855,-40,-40.0,0.0,0.0,walking
17.955,-40,-40.0,0.0,0.0,walking
18.057,-40,-40.0,0.0,0.0,walking
18.158,-40,-40.0,0.0,0.0,walking
18.258,-40,-40.0,0.0,0.0,walking
18.359,-40,-40.0,0.0,0.0,walking
18.461,-40,-40.0,0.0,0.0,walking
18.559,-40,-40.0,0.0,0.0,walking
18.660,-40,-40.0,0.0,0.0,walking
18.759,-40,-40.0,0.0,0.0,walking
18.860,-40,-40.0,0.0,0.0,walking
18.962,-40,-40.0,0.0,0.0,walking
19.052,-40,-40.0,0.0,0.0,walking
19.153,-40,-40.0,0.0,0.0,walking
19.253,-40,-40.0,0.0,0.0,walking
19.356,-40,-40.0,0.0,0.0,walking
19.456,-40,-40.0,0.0,0.0,walking
19.559,-40,-40.0,0.0,0.0,walking
19.659,-40,-40.0,0.0,0.0,walking
19.759,-40,-40.0,0.0,0.0,walking
19.861,-40,-40.0,0.0,0.0,walking
19.952,-40,-40.0,0.0,0.0,walking
20.062,-40,-40.0,0.0,0.0,walking
20.153,-40,-40.0,0.0,0.0,walking
20.253,-40,-40.0,0.0,0.0,walking
20.355,-40,-40.0,0.0,0.0,walking
20.454,-40,-40.0,0.0,0.0,walking
20.555,-40,-40.0,0.0,0.0,walking
20.655,-40,-40.0,0.0,0.0,walking
20.755,-40,-40.0,0.0,0.0,walking
20.857,-42,-40.1,0.2,0.03,walking
20.959,-46,-40.4,1.9368,0.31,walking
21.061,-50,-40.9,6.5158,1.06,walking
21.154,-53,-41.55,13.7342,2.23,walking
21.257,-53,-42.2,20.0632,3.26,walking
21.356,-53,-42.85,25.5026,4.15,walking
21.457,-50,-43.35,27.5026,4.47,walking
21.559,-47,-43.7,27.4842,4.47,walking
21.659,-46,-44.0,26.9474,4.38,walking
21.759,-44,-44.2,26.0632,4.24,walking
21.859,-43,-44.35,25.1868,4.1,walking
21.958,-42,-44.45,24.4711,3.98,walking
22.059,-41,-44.5,24.0526,3.91,walking
22.161,-41,-44.55,23.6289,3.84,walking
22.263,-41,-44.6,23.2,3.77,walking
22.353,-41,-44.65,22.7658,3.7,walking
22.453,-41,-44.7,22.3263,3.63,walking
22.554,-41,-44.75,21.8816,3.56,walking
22.656,-41,-44.8,21.4316,3.49,walking
22.758,-41,-44.85,20.9763,3.41,walking
22.859,-41,-44.8,21.3263,3.47,walking
22.959,-41,-44.55,21.9447,3.57,walking
23.060,-40,-44.05,21.2079,3.45,walking
23.159,-40,-43.4,17.4105,2.83,walking
23.259,-40,-42.75,12.7237,2.07,walking
23.361,-40,-42.1,7.1474,1.16,walking
23.463,-40,-41.6,3.8316,0.62,walking
23.555,-40,-41.25,2.3026,0.37,walking
23.657,-40,-40.95,1.1026,0.18,walking
23.759,-40,-40.75,0.6184,0.1,walking
23.858,-40,-40.6,0.3579,0.06,walking
23.959,-40,-40.5,0.2632,0.04,walking
24.059,-40,-40.45,0.2605,0.04,walking
24.160,-40,-40.4,0.2526,0.04,walking
24.259,-40,-40.35,0.2395,0.04,walking
24.361,-40,-40.3,0.2211,0.04,walking
24.462,-40,-40.25,0.1974,0.03,walking
24.561,-40,-40.2,0.1684,0.03,walking
24.653,-40,-40.15,0.1342,0.02,walking
24.752,-40,-40.1,0.0947,0.02,walking
24.854,-40,-40.05,0.05,0.01,walking
24.956,-40,-40.0,0.0,0.0,walking
25.056,-40,-40.0,0.0,0.0,walking
25.157,-40,-40.0,0.0,0.0,walking
25.257,-40,-40.0,0.0,0.0,walking
25.357,-40,-40.0,0.0,0.0,walking
25.459,-40,-40.0,0.0,0.0,walking
25.558,-40,-40.0,0.0,0.0,walking
25.659,-40,-40.0,0.0,0.0,walking
25.759,-40,-40.0,0.0,0.0,walking
25.860,-42,-40.1,0.2,0.03,walking
25.954,-46,-40.4,1.9368,0.31,walking
26.057,-49,-40.85,5.6079,0.91,walking
26.161,-52,-41.45,11.7342,1.91,walking
26.261,-52,-42.05,17.1026,2.78,walking
26.361,-49,-42.5,19.2105,3.12,walking
26.452,-46,-42.8,19.4316,3.16,walking
26.552,-44,-43.0,19.0526,3.1,walking
26.653,-42,-43.1,18.6211,3.03,walking
26.754,-42,-43.2,18.1684,2.95,walking
26.853,-42,-43.3,17.6947,2.88,walking
26.954,-42,-43.4,17.2,2.8,walking
27.054,-41,-43.45,16.8921,2.75,walking
27.153,-41,-43.5,16.5789,2.7,walking
27.254,-41,-43.55,16.2605,2.64,walking
27.357,-41,-43.6,15.9368,2.59,walking
27.457,-41,-43.65,15.6079,2.54,walking
27.557,-41,-43.7,15.2737,2.48,walking
27.660,-41,-43.75,14.9342,2.43,walking
27.759,-41,-43.8,14.5895,2.37,walking
27.860,-41,-43.75,14.8289,2.41,walking
27.959,-41,-43.5,14.8947,2.42,walking
28.061,-41,-43.1,13.4632,2.19,walking
28.157,-41,-42.55,9.2079,1.5,walking
28.258,-41,-42.0,4.3158,0.7,walking
28.361,-41,-41.6,1.6211,0.26,walking
28.459,-41,-41.35,0.5553,0.09,walking
28.552,-41,-41.2,0.1684,0.03,walking
28.657,-41,-41.15,0.1342,0.02,walking
28.756,-41,-41.1,0.0947,0.02,walking
28.856,-41,-41.05,0.05,0.01,walking
28.959,-41,-41.0,0.0,0.0,walking
29.060,-41,-41.0,0.0,0.0,walking
29.159,-41,-41.0,0.0,0.0,walking
29.260,-40,-40.95,0.05,0.01,walking
29.360,-40,-40.9,0.0947,0.02,walking
29.459,-40,-40.85,0.1342,0.02,walking
29.561,-40,-40.8,0.1684,0.03,walking
29.653,-40,-40.75,0.1974,0.03,walking
29.753,-40,-40.7,0.2211,0.04,walking
29.855,-40,-40.65,0.2395,0.04,walking
29.953,-40,-40.6,0.2526,0.04,walking
