time_offset_s,rssi,rssi_mean,variance,anomaly_score,class_label
10.792,-41,-40.2,0.1684,0.03,idle
10.884,-41,-40.25,0.1974,0.03,idle
10.988,-41,-40.3,0.2211,0.04,idle
11.089,-41,-40.35,0.2395,0.04,idle
11.189,-41,-40.4,0.2526,0.04,idle
11.291,-41,-40.45,0.2605,0.04,idle
11.391,-41,-40.5,0.2632,0.04,idle
11.482,-41,-40.55,0.2605,0.04,idle
11.585,-41,-40.6,0.2526,0.04,idle
11.685,-41,-40.65,0.2395,0.04,idle
11.785,-41,-40.7,0.2211,0.04,idle
11.889,-41,-40.75,0.1974,0.03,idle
11.988,-41,-40.8,0.1684,0.03,idle
12.091,-41,-40.85,0.1342,0.02,idle
12.191,-41,-40.9,0.0947,0.02,idle
12.289,-41,-40.95,0.05,0.01,idle
12.389,-41,-41.0,0.0,0.0,idle
12.491,-41,-41.0,0.0,0.0,idle
12.594,-41,-41.0,0.0,0.0,idle
12.682,-41,-41.0,0.0,0.0,idle
12.783,-41,-41.0,0.0,0.0,idle
12.885,-41,-41.0,0.0,0.0,idle
12.985,-41,-41.0,0.0,0.0,idle
13.086,-41,-41.0,0.0,0.0,idle
13.189,-41,-41.0,0.0,0.0,idle
13.291,-41,-41.0,0.0,0.0,idle
13.382,-41,-41.0,0.0,0.0,idle
13.482,-41,-41.0,0.0,0.0,idle
13.582,-41,-41.0,0.0,0.0,idle
13.683,-41,-41.0,0.0,0.0,idle
13.785,-41,-41.0,0.0,0.0,idle
13.885,-41,-41.0,0.0,0.0,idle
13.985,-41,-41.0,0.0,0.0,idle
14.087,-41,-41.0,0.0,0.0,idle
14.189,-41,-41.0,0.0,0.0,idle
14.289,-41,-41.0,0.0,0.0,idle
14.389,-41,-41.0,0.0,0.0,idle
14.488,-41,-41.0,0.0,0.0,idle
14.591,-41,-41.0,0.0,0.0,idle
14.691,-41,-41.0,0.0,0.0,idle
14.786,-41,-41.0,0.0,0.0,idle
14.892,-41,-41.0,0.0,0.0,idle
14.983,-41,-41.0,0.0,0.0,idle
15.083,-41,-41.0,0.0,0.0,idle
15.185,-41,-41.0,0.0,0.0,idle
15.285,-41,-41.0,0.0,0.0,idle
15.387,-41,-41.0,0.0,0.0,idle
15.489,-41,-41.0,0.0,0.0,idle
15.588,-41,-41.0,0.0,0.0,idle
15.689,-41,-41.0,0.0,0.0,idle
15.791,-41,-41.0,0.0,0.0,idle
15.881,-41,-41.0,0.0,0.0,idle
15.992,-41,-41.0,0.0,0.0,idle
16.081,-41,-41.0,0.0,0.0,idle
16.180,-41,-41.0,0.0,0.0,idle
16.282,-41,-41.0,0.0,0.0,idle
16.387,-41,-41.0,0.0,0.0,idle
16.487,-41,-41.0,0.0,0.0,idle
16.589,-41,-41.0,0.0,0.0,idle
16.689,-41,-41.0,0.0,0.0,idle
16.789,-41,-41.0,0.0,0.0,idle
16.881,-41,-41.0,0.0,0.0,idle
16.982,-41,-41.0,0.0,0.0,idle
17.082,-41,-41.0,0.0,0.0,idle
17.186,-41,-41.0,0.0,0.0,idle
17.287,-41,-41.0,0.0,0.0,idle
17.389,-41,-41.0,0.0,0.0,idle
17.489,-41,-41.0,0.0,0.0,idle
17.589,-41,-41.0,0.0,0.0,idle
17.689,-41,-41.0,0.0,0.0,idle
17.789,-41,-41.0,0.0,0.0,idle
17.889,-41,-41.0,0.0,0.0,idle
17.989,-41,-41.0,0.0,0.0,idle
18.091,-41,-41.0,0.0,0.0,idle
18.181,-41,-41.0,0.0,0.0,idle
18.282,-41,-41.0,0.0,0.0,idle
18.382,-41,-41.0,0.0,0.0,idle
18.482,-41,-41.0,0.0,0.0,idle
18.582,-41,-41.0,0.0,0.0,idle
18.682,-41,-41.0,0.0,0.0,idle
18.783,-41,-41.0,0.0,0.0,idle
18.882,-41,-41.0,0.0,0.0,idle
18.985,-41,-41.0,0.0,0.0,idle
19.085,-41,-41.0,0.0,0.0,idle
19.187,-41,-41.0,0.0,0.0,idle
19.288,-41,-41.0,0.0,0.0,idle
19.389,-41,-41.0,0.0,0.0,idle
19.489,-40,-40.95,0.05,0.01,idle
19.589,-40,-40.9,0.0947,0.02,idle
19.689,-40,-40.85,0.1342,0.02,idle
19.788,-40,-40.8,0.1684,0.03,idle
19.889,-40,-40.75,0.1974,0.03,idle
19.989,-40,-40.7,0.2211,0.04,idle
20.092,-40,-40.65,0.2395,0.04,idle
20.182,-40,-40.6,0.2526,0.04,idle
20.283,-40,-40.55,0.2605,0.04,idle
20.383,-40,-40.5,0.2632,0.04,idle
20.483,-40,-40.45,0.2605,0.04,idle
20.586,-40,-40.4,0.2526,0.04,idle
20.686,-40,-40.35,0.2395,0.04,idle
20.788,-40,-40.3,0.2211,0.04,idle
20.887,-40,-40.25,0.1974,0.03,idle
20.989,-40,-40.2,0.1684,0.03,idle
21.089,-40,-40.15,0.1342,0.02,idle
21.189,-40,-40.1,0.0947,0.02,idle
21.282,-40,-40.05,0.05,0.01,idle
21.382,-40,-40.0,0.0,0.0,idle
21.483,-40,-40.0,0.0,0.0,idle
21.584,-40,-40.0,0.0,0.0,idle
21.685,-40,-40.0,0.0,0.0,idle
21.788,-40,-40.0,0.0,0.0,idle
21.889,-40,-40.0,0.0,0.0,idle
21.989,-40,-40.0,0.0,0.0,idle
22.089,-40,-40.0,0.0,0.0,idle
22.189,-40,-40.0,0.0,0.0,idle
22.289,-40,-40.0,0.0,0.0,idle
22.391,-40,-40.0,0.0,0.0,idle
22.491,-40,-40.0,0.0,0.0,idle
22.591,-40,-40.0,0.0,0.0,idle
22.681,-40,-40.0,0.0,0.0,idle
22.782,-40,-40.0,0.0,0.0,idle
22.882,-40,-40.0,0.0,0.0,idle
22.984,-40,-40.0,0.0,0.0,idle
23.086,-40,-40.0,0.0,0.0,idle
23.188,-40,-40.0,0.0,0.0,idle
23.289,-40,-40.0,0.0,0.0,idle
23.389,-40,-40.0,0.0,0.0,idle
23.489,-40,-40.0,0.0,0.0,idle
23.592,-40,-40.0,0.0,0.0,idle
23.682,-40,-40.0,0.0,0.0,idle
23.782,-40,-40.0,0.0,0.0,idle
